n,C(n),Cminus(n),C(n)-Cminus(n),CminusAsym(n),C(n)-CminusAsym(n),preMertens,preMertensAsymp,alpha(n)
140009,2.495139,2.094725,0.400414,2.125424,0.369716,5416,7219,0.500000000000
141676,2.498497,2.098912,0.399585,2.125494,0.373003,5416,7219,0.500000000000
142258,2.505830,2.095797,0.410033,2.125518,0.380312,5416,7219,0.500000000000
143896,2.509536,2.089755,0.419781,2.125586,0.383951,5416,7219,0.500000000000
145144,2.491578,2.092795,0.398783,2.125637,0.365941,5416,7219,0.500000000000
146176,2.504029,2.090794,0.413235,2.125679,0.378351,5416,7219,0.500000000000
147401,2.521313,2.088249,0.433065,2.125728,0.395586,5416,7219,0.500000000000
148696,2.533538,2.091320,0.442219,2.125779,0.407759,5416,7219,0.500000000000
149846,2.509766,2.094026,0.415740,2.125824,0.383941,5416,7219,0.500000000000
150292,2.507348,2.095071,0.412277,2.125842,0.381506,5416,7219,0.500000000000
151909,2.518866,2.093425,0.425441,2.125905,0.392961,5416,7219,0.500000000000
152914,2.505061,2.095739,0.409322,2.125943,0.379118,5416,7219,0.500000000000
154702,2.506776,2.095430,0.411346,2.126011,0.380765,5416,7219,0.500000000000
155816,2.502854,2.097947,0.404906,2.126053,0.376801,5416,7219,0.500000000000
156007,2.496651,2.098377,0.398274,2.126060,0.370591,5416,7219,0.500000000000
157901,2.486203,2.097305,0.388898,2.126131,0.360073,5416,7219,0.500000000000
158419,2.533724,2.094135,0.439589,2.126150,0.407575,5416,7219,0.500000000000
159407,2.542242,2.096311,0.445931,2.126186,0.416056,5416,7219,0.500000000000
160466,2.542565,2.098629,0.443936,2.126224,0.416341,5416,7219,0.500000000000
161659,2.491347,2.091693,0.399654,2.126267,0.365080,5416,7219,0.500000000000
162353,2.507294,2.093187,0.414107,2.126292,0.381002,5416,7219,0.500000000000
163297,2.519915,2.095211,0.424704,2.126326,0.393589,5416,7219,0.500000000000
164954,2.477786,2.098737,0.379049,2.126384,0.351402,5416,7219,0.500000000000
165701,2.520785,2.100316,0.420469,2.126410,0.394375,5416,7219,0.500000000000
166351,2.526473,2.097464,0.429008,2.126433,0.400040,5416,7219,0.500000000000
167809,2.490909,2.095362,0.395546,2.126483,0.364426,5416,7219,0.500000000000
168814,2.509419,2.093264,0.416154,2.126517,0.382902,5416,7219,0.500000000000
169069,2.509706,2.093789,0.415916,2.126526,0.383180,5416,7219,0.500000000000
170539,2.495056,2.096802,0.398255,2.126576,0.368481,5416,7219,0.500000000000
171694,2.497959,2.099152,0.398807,2.126615,0.371345,5416,7219,0.500000000000
172384,2.506484,2.100550,0.405935,2.126638,0.379846,5416,7219,0.500000000000
172849,2.504239,2.097351,0.406887,2.126653,0.377585,5416,7219,0.500000000000
174214,2.457750,2.100088,0.357662,2.126698,0.331052,5416,7219,0.500000000000
174814,2.514062,2.101285,0.412777,2.126718,0.387344,5416,7219,0.500000000000
175309,2.514805,2.102270,0.412536,2.126734,0.388071,5416,7219,0.500000000000
176551,2.496728,2.099693,0.397035,2.126774,0.369954,5416,7219,0.500000000000
177841,2.524335,2.097219,0.427116,2.126816,0.397519,5416,7219,0.500000000000
178898,2.502055,2.099276,0.402779,2.126850,0.375205,5416,7219,0.500000000000
179083,2.529322,2.099635,0.429688,2.126856,0.402467,5416,7219,0.500000000000
180379,2.501151,2.102139,0.399012,2.126897,0.374255,5416,7219,0.500000000000
181919,2.535068,2.101045,0.434023,2.126945,0.408123,5416,7219,0.500000000000
182519,2.515243,2.098160,0.417082,2.126964,0.388279,5416,7219,0.500000000000
184696,2.506373,2.102269,0.404104,2.127031,0.379342,5416,7219,0.500000000000
185578,2.512282,2.103922,0.408361,2.127058,0.385224,5416,7219,0.500000000000
187024,2.533868,2.101715,0.432152,2.127102,0.406766,5416,7219,0.500000000000
187471,2.522543,2.102542,0.420001,2.127116,0.395428,5416,7219,0.500000000000
189094,2.510677,2.100655,0.410022,2.127165,0.383512,5416,7219,0.500000000000
189817,2.521375,2.101975,0.419401,2.127186,0.394189,5416,7219,0.500000000000
191626,2.523077,2.105257,0.417820,2.127240,0.395837,5416,7219,0.500000000000
191768,2.509171,2.105513,0.403657,2.127244,0.381927,5416,7219,0.500000000000
193639,2.501153,2.104061,0.397092,2.127299,0.373854,5416,7219,0.500000000000
194767,2.519507,2.106069,0.413437,2.127331,0.392175,5416,7219,0.500000000000
195751,2.518018,2.103909,0.414109,2.127360,0.390658,5416,7219,0.500000000000
197402,2.512439,2.102044,0.410395,2.127407,0.385032,5416,7219,0.500000000000
198046,2.523633,2.103167,0.420466,2.127425,0.396208,5416,7219,0.500000000000
199021,2.495353,2.104861,0.390492,2.127453,0.367900,5416,7219,0.500000000000
200899,2.517394,2.104242,0.413152,2.127505,0.389889,5416,7219,0.500000000000
201904,2.515768,2.101261,0.414506,2.127533,0.388234,5416,7219,0.500000000000
203128,2.520731,2.103341,0.417390,2.127567,0.393164,5416,7219,0.500000000000
203417,2.508934,2.103831,0.405104,2.127575,0.381359,5416,7219,0.500000000000
204928,2.464243,2.106379,0.357864,2.127616,0.336626,5416,7219,0.500000000000
205924,2.529874,2.108049,0.421824,2.127643,0.402230,5416,7219,0.500000000000
206984,2.513240,2.106024,0.407215,2.127672,0.385568,5416,7219,0.500000000000
208129,2.513207,2.107923,0.405284,2.127703,0.385505,5416,7219,0.500000000000
209362,2.520880,2.105330,0.415550,2.127736,0.393145,5416,7219,0.500000000000
210557,2.506060,2.107286,0.398774,2.127767,0.378293,5416,7219,0.500000000000
211459,2.494267,2.105004,0.389263,2.127791,0.366476,5416,7219,0.500000000000
212644,2.547725,2.102343,0.445382,2.127822,0.419903,5416,7219,0.500000000000
213407,2.548578,2.103571,0.445007,2.127842,0.420736,5416,7219,0.500000000000
213784,2.541986,2.104176,0.437809,2.127852,0.414134,5416,7219,0.500000000000
215797,2.564075,2.102830,0.461245,2.127904,0.436171,5416,7219,0.500000000000
215854,2.563496,2.099218,0.464279,2.127905,0.435591,5416,7219,0.500000000000
216917,2.525146,2.100897,0.424249,2.127932,0.397214,5416,7219,0.500000000000
217697,2.481485,2.098437,0.383047,2.127952,0.353532,5416,7219,0.500000000000
219311,2.546183,2.096452,0.449731,2.127993,0.418190,5416,7219,0.500000000000
220453,2.532386,2.098223,0.434164,2.128022,0.404365,5416,7219,0.500000000000
221332,2.526687,2.099580,0.427107,2.128044,0.398643,5416,7219,0.500000000000
222634,2.538822,2.097933,0.440889,2.128076,0.410746,5416,7219,0.500000000000
223469,2.547178,2.099209,0.447969,2.128097,0.419082,5416,7219,0.500000000000
225002,2.551522,2.101540,0.449982,2.128134,0.423387,5416,7219,0.500000000000
225892,2.548480,2.102887,0.445593,2.128156,0.420324,5416,7219,0.500000000000
227251,2.549104,2.104933,0.444171,2.128189,0.420915,5416,7219,0.500000000000
228097,2.525164,2.106202,0.418962,2.128209,0.396955,5416,7219,0.500000000000
229234,2.519971,2.107900,0.412071,2.128237,0.391734,5416,7219,0.500000000000
230848,2.518411,2.102289,0.416122,2.128275,0.390136,5416,7219,0.500000000000
231643,2.524351,2.103459,0.420892,2.128294,0.396057,5416,7219,0.500000000000
232189,2.532524,2.104261,0.428263,2.128307,0.404217,5416,7219,0.500000000000
233978,2.534564,2.106876,0.427687,2.128349,0.406215,5416,7219,0.500000000000
235028,2.506846,2.104841,0.402005,2.128373,0.378473,5416,7219,0.500000000000
236092,2.538865,2.106379,0.432486,2.128398,0.410467,5416,7219,0.500000000000
237883,2.566648,2.104614,0.462034,2.128439,0.438209,5416,7219,0.500000000000
238892,2.539570,2.106053,0.433517,2.128462,0.411108,5416,7219,0.500000000000
239857,2.497741,2.103900,0.393841,2.128484,0.369257,5416,7219,0.500000000000
241393,2.514952,2.098268,0.416684,2.128519,0.386434,5416,7219,0.500000000000
242119,2.534017,2.099285,0.434732,2.128535,0.405482,5416,7219,0.500000000000
243043,2.536059,2.100575,0.435484,2.128556,0.407503,5416,7219,0.500000000000
243736,2.522425,2.101540,0.420884,2.128571,0.393853,5416,7219,0.500000000000
245587,2.544113,2.104105,0.440008,2.128612,0.415500,5416,7219,0.500000000000
246518,2.561050,2.101913,0.459137,2.128633,0.432417,5416,7219,0.500000000000
247868,2.534405,2.103763,0.430642,2.128663,0.405743,5416,7219,0.500000000000
248867,2.548208,2.105126,0.443082,2.128684,0.419524,5416,7219,0.500000000000
249512,2.527815,2.101774,0.426041,2.128698,0.399116,5416,7219,0.500000000000
251081,2.534266,2.100457,0.433809,2.128732,0.405534,5416,7219,0.500000000000
252071,2.523456,2.101787,0.421669,2.128754,0.394703,5416,7219,0.500000000000
252346,2.523591,2.102156,0.421435,2.128759,0.394831,5416,7219,0.500000000000
253741,2.514393,2.099828,0.414565,2.128789,0.385604,5416,7219,0.500000000000
255214,2.528919,2.098370,0.430549,2.128820,0.400099,5416,7219,0.500000000000
259801,2.503359,2.096838,0.406521,2.128916,0.374443,5416,7219,0.500000000000
272794,2.510783,2.105873,0.404910,2.129178,0.381605,5416,7219,0.500000000000
285424,2.505523,2.103967,0.401556,2.129419,0.376104,5416,7219,0.500000000000
303904,2.513081,2.107654,0.405428,2.129750,0.383332,5416,7219,0.500000000000
324223,2.512902,2.108677,0.404225,2.130088,0.382815,5416,7219,0.500000000000
340261,2.521429,2.111333,0.410096,2.130338,0.391092,5416,7219,0.500000000000
354971,2.521369,2.112313,0.409056,2.130555,0.390814,5416,7219,0.500000000000
357722,2.523280,2.114866,0.408415,2.130595,0.392685,5416,7219,0.500000000000
366794,2.499164,2.110320,0.388844,2.130723,0.368441,5416,7219,0.500000000000
386068,2.523716,2.104927,0.418789,2.130983,0.392733,5416,7219,0.500000000000
401509,2.524416,2.106155,0.418260,2.131181,0.393234,5416,7219,0.500000000000
414448,2.520611,2.107239,0.413371,2.131340,0.389270,5416,7219,0.500000000000
431146,2.523703,2.110945,0.412758,2.131537,0.392166,5416,7219,0.500000000000
448444,2.521152,2.112093,0.409058,2.131733,0.389419,5416,7219,0.500000000000
463549,2.513127,2.106310,0.406817,2.131896,0.381231,5416,7219,0.500000000000
467009,2.541140,2.105620,0.435520,2.131933,0.409207,5416,7219,0.500000000000
478334,2.541576,2.107775,0.433801,2.132051,0.409525,5416,7219,0.500000000000
488339,2.536748,2.111971,0.424777,2.132152,0.404596,5416,7219,0.500000000000
498436,2.527659,2.108167,0.419492,2.132252,0.395407,5416,7219,0.500000000000
515611,2.539315,2.113660,0.425655,2.132416,0.406898,5416,7219,0.500000000000
535858,2.540830,2.112974,0.427857,2.132603,0.408228,5416,7219,0.500000000000
548461,2.531963,2.112327,0.419635,2.132715,0.399248,5416,7219,0.500000000000
569077,2.543991,2.113816,0.430175,2.132891,0.411100,5416,7219,0.500000000000
571262,2.550486,2.115039,0.435447,2.132910,0.417576,5416,7219,0.500000000000
588338,2.563074,2.114302,0.448772,2.133050,0.430024,5416,7219,0.500000000000
612022,2.551653,2.114641,0.437011,2.133237,0.418416,5416,7219,0.500000000000
621472,2.552996,2.116811,0.436185,2.133310,0.419686,5416,7219,0.500000000000
633967,2.541689,2.118749,0.422940,2.133403,0.408286,5416,7219,0.500000000000
656629,2.539026,2.118116,0.420910,2.133568,0.405458,5416,7219,0.500000000000
674719,2.554681,2.119373,0.435308,2.133695,0.420986,5416,7219,0.500000000000
686398,2.527108,2.115447,0.411661,2.133775,0.393333,5416,7219,0.500000000000
703568,2.559020,2.116508,0.442512,2.133890,0.425130,5416,7219,0.500000000000
713309,2.554701,2.114195,0.440506,2.133953,0.420748,5416,7219,0.500000000000
733528,2.558252,2.118439,0.439814,2.134082,0.424170,5416,7219,0.500000000000
748691,2.568782,2.113412,0.455371,2.134176,0.434606,5416,7219,0.500000000000
758411,2.555201,2.113455,0.441746,2.134235,0.420965,5416,7219,0.500000000000
770558,2.532269,2.114019,0.418250,2.134308,0.397961,5416,7219,0.500000000000
787162,2.561586,2.113475,0.448112,2.134406,0.427181,5416,7219,0.500000000000
804191,2.552045,2.112381,0.439664,2.134503,0.417542,5416,7219,0.500000000000
819212,2.562766,2.116213,0.446553,2.134587,0.428179,5416,7219,0.500000000000
831373,2.564720,2.114217,0.450503,2.134654,0.430066,5416,7219,0.500000000000
850253,2.564273,2.113217,0.451056,2.134755,0.429518,5416,7219,0.500000000000
860422,2.564422,2.116899,0.447523,2.134809,0.429614,5416,7219,0.500000000000
883648,2.566164,2.118758,0.447407,2.134928,0.431236,5416,7219,0.500000000000
891427,2.564719,2.117375,0.447344,2.134968,0.429751,5416,7219,0.500000000000
909037,2.548728,2.117129,0.431599,2.135055,0.413673,5416,7219,0.500000000000
915961,2.547074,2.117660,0.429414,2.135089,0.411985,5416,7219,0.500000000000
944161,2.565326,2.119046,0.446279,2.135224,0.430102,5416,7219,0.500000000000
957844,2.549019,2.119526,0.429493,2.135288,0.413731,5416,7219,0.500000000000
965491,2.573451,2.120205,0.453246,2.135323,0.438128,5416,7219,0.500000000000
968299,2.573348,2.118939,0.454409,2.135336,0.438012,5416,7219,0.500000000000
990586,2.569172,2.120297,0.448875,2.135437,0.433735,5416,7219,0.500000000000
1004449,2.563918,2.120698,0.443221,2.135498,0.428421,5416,7219,0.500000000000
1016921,2.561834,2.121031,0.440803,2.135552,0.426281,5416,7219,0.500000000000
